name,content,stars,upvote,time,location
连城易脆,"看之前就读了电影的原版故事《最功利的婚姻交易，最动情的生死约定(一个肝肠寸断的故事)》，坦白讲光文字就已经让我眼角湿润了。

感觉这类纪实文学的确是电影非常好的取材之地，因为背后真是的基底为曲折稀奇的剧情提供了现实的背书，同时又能避免陷入到常规的烂俗桥段中。也希望这部电影唤醒更多人对于器官捐献的意识。

作为韩延生命三部曲的终章，其实这个故事属于核弹级别的催泪，但是可以看得出来韩延在煽情方面并没有非常肆意，反而有一些克制，这点还是好的。而且选角很合适，彭昱畅和李庚希两个人很符合我当时看文字时对两个患者的想象。

虽然这次春节档这部电影可能受关注度低一些，不过还是希望可以慢慢靠着长线放映再上涨一些吧，正好也呼应片中的角色，能拥有顽强的生命力。",4,22,2024/2/12,江苏
豆瓣路人己,演员不错，导演技法有进步，但完全套模版的剧作，韩延真不行！,2,115,2024/2/10,北京
蓝抑郁剂Lily🌈,韩延导演总是很擅长以少年的设定来探讨年轻的生命如何在病痛的绝境中开出花来。这次李庚希的生活化演技和彭昱畅异次元少年感碰撞得颇具奇妙。两个人一起“摇太阳”看似无厘头，实际上是要在绝望中互相鼓励支持，帮助对方寻找到心中的阳光。一个人独木难支而两人却能迸发出生命的奇迹，两人一些情感的自然流露经常看得我泪流满面。其实用悲伤的眼光看待这种电影总让我觉得狭隘，或许需要这份阳光的不仅有生病的主人公，还有每个内心不够坚强需要热爱生命的人。,5,615,2024/2/10,湖南
V,跟踪那场戏看得我生理不适。,3,227,2024/2/10,四川
冰红深蓝,韩延“生命三部曲”最佳，真挚而动人。1.对大病患者及家庭的呈现极尽真实，无论是主角性格塑造（坚韧独立又敏感忧郁、用尽全力勉强活着的“不高兴” Vs.表面开朗积极实则内心放弃摆烂颓废到底的“没头脑”），还是对各样细节的写实描绘（身体、自我管理与生活方式、租屋、医院、社会环境等）都特别贴近现实。2.某种意义上已触达该类题材剧情片写实程度的边界，重症慢性病人的衣食住行、工作问题、污名歧视、家庭压力乃至器官移植困境都涉及了。3.平视、直面生之艰辛，苦痛与欣悦、沉重与轻盈配比恰到好处；节奏至为妥帖，几无冗余或矫情。4.李庚希的表演自然无痕，彭昱畅的演绎也足够精妙。5.女性视角切入贯穿全片，跟踪骚扰戏实在惹人反感，父母因故离家+内瘘破坏是关键点，由此爱从偶发事件渐次升至命定永恒，遂有患难真情和彼此拯救。（9.0/10）,5,40,2024/2/15,上海
周冬雨夹雪,今年春节档最不喜欢的一部，笑点很尬，又没有搞笑的必要。,1,148,2024/2/10,北京
Circle,妈的！李庚希和彭昱畅真是有灵气的好演员，这也真是一部值得去电影院看的好片子！可惜在春节档上映、排片又少太容易被埋没了😞从《超越》这部电视剧认识李庚希，看她演《漫长的季节》封神，这一次的摇太阳也更加出彩！希望摇太阳可以成为春节档黑马,5,83,2024/2/12,北京
Fleurs.哼哼,"木心说“爱情是天才行为，早已失传。”
我想：爱情是笨蛋行为，不顾一切
如果挖到古文明，废寝忘食地翻译吧，传递下去",4,19,2024/2/15,山西
李梦,为这两个演员，李庚希彭昱畅，奥利给！为这部电影，奥利给！为这个真实发生过的爱情故事，奥利给！,5,34,2024/3/28,海南
南波伊莱文,很感人吗？韩延的电影我看得人都麻了。,1,101,2024/2/10,北京
stars,这不比那减肥片好看？！,5,63,2024/3/29,湖北
��,这会坐在电影院如坐针毡，糟糕的人设，彭昱畅演的是脑瘤病人还是变态啊，被追踪一段代入一下都觉得窒息；女主本来就负担大，男主还玩欺骗一套，给自己感动了吧，最后女主就开始奉献了；强行煽情，莫名奇妙的情节，偷偷结婚女方父母就是小惊一下。韩延滚粗春节档！别再拍绝症电影了！,2,118,2024/2/10,浙江
momo,"借着邋里邋遢埋埋汰汰就提前贷款哈喇子奖项
还黑马呢里里外外充满功利算计感受不到真诚一点",1,95,2024/2/10,山东
西楼尘,胆小如鼠的他最大胆的是认识你，计量人生的你最冒险的是喜欢他。相信小鸟在监听，人类有母星的他，却因为让你受苦而哭得像孩子。相信剧本已写好，人生没有再来一瓶的你，却愿意当他睡着时靠着的背。把眼神当成骑士的召唤，把造瘘当成闯祸的恶行，把婚书当成生命的契约，从此人生的每节体育课都是晴天。,3,98,2024/2/10,辽宁
大奇特(Grinch),韩延的病患情节剧已经成新时代“琼瑶剧”了，这次技术有进步，但公式没怎么变。就像做数学题，同一套题，越做越上瘾，越做越顺手。只是最后一道解方程式的题得出的结果跟过去有所不同，对解题者是个新思路。一个进步是做到了以喜写悲、以美衬哀。两位演员特别好，尤其李庚希，彭昱畅给自己加戏太多了。李是重感性的演员，凭感觉捕捉情感，能做到表里如一。彭彭虽然演的角色傻兮兮，但作为演员的他还是显精明，角色看上去慢吞吞，但他演员的反应一点儿不慢。两位都在贩卖自己的情绪，仍有太多经过计算的场面，这不是演员的问题，是商业片节奏决定的，就是这一分钟必须下泪，下个镜头就要笑起来，演员演出的格局受到了局限。幸而他们有着极佳的化学反应，徐帆一贯的表演模式夹在中间就显得套路了。,0,43,2024/2/12,北京
临渊不羡鱼,身患重病，但不差钱。,3,41,2024/4/1,河南
段非,前半段真实如纪录片，后半段很割裂,3,30,2024/2/14,四川
101避难所,"观感很好，因为一些原因所以多加一星
首先人物的经济背景非常进步，女主是95后大学毕业生，在长沙从事新媒体+服务业，并且结婚登记时显示老家是山东菏泽的，算是流动无产者。男主是长沙周边或者长沙本地的底层市民家庭，文化水平高中左右。长沙、流动就业和数字服务业劳工，女主在空间、生活方式与社会劳动这三个背景上都具备我们这个时代青年无产者的标准特性，并且电影里也的确很好的展现了这种特性的无产者所具备的干练、强大的信息聚合能力以及非常有解放性的独立生活方式。
其次在我看来这样一种在逆境中寻找生活发展之路的青年生活代表着一种时代精神，如果各位身边有同样的95后大城市漂，就会懂我在说什么：一方面是原子化的生活现实，但另一方面这种原子化所派生的对个人生活的理性计算和生活技能又具有强大的潜能。

奥利给！",5,38,2024/4/1,河南
韦斯安徒生,"韩延的“生命三部曲”，在我看来是一部更比一部成熟，到了系列终章《我们一起摇太阳》，完全可以说是集大成之作，让技巧归于无形，所有的温情和感动流露得都极为自然。
《我们一起摇太阳》基于真实事件给出了一个极为感性的总结，“太阳”象征着希望，对生的希望，对爱的希望，对绝大部分人来说，明天的太阳照常升起是再稀松平常不过的事，可对片中男女主这样的重症患者而言，他们需要“摇太阳”，要相信希望，相信活下去，才能挺住。
而“我们一起”，正是吕途和凌敏能常怀希望的首要原因。
李庚希和彭昱畅在这两个角色之中我想一定是动了真情了，表演都出色到让我足以彻底遗忘他们的戏外身份。吕途和凌敏都太真实了，笑与痛被演绎的触手可及，看到结尾我甚至想要感谢大银幕给了他们一个永远。",5,578,2024/2/10,山东
女神的秋裤,头一次对“奥利给”这个网词感觉没那么尴尬，人确实到了某种时候需要某些大俗简单粗暴的话语来给自己打气，再接地气的事物都有可能成为一线希望之光，奥利给！,4,20,2024/3/23,山东
洋葱剥洋葱-Ｓ-,多一星给演技，李庚希完全出乎意料。就因为题材没那么春节档，是档期里唯一想看的电影，还拉着朋友一起看，谁说春节档一定要嘻嘻哈哈吵吵闹闹，主流定义观众助推，只能造出一堆懂观众G点，真正烂梗遍地的套路电影，且这部并没有那么苦难的消费，何况现实永远比这沉重多了。,5,46,2024/2/12,福建
❤‍🔥,李庚希演得很好。男主这种人设太讨厌，难以感动，“奥利给”一出来更难感动了……,1,46,2024/2/11,福建
Nostalgia,韩延三部曲最佳，预测豆瓣7.5+，春节档最佳预定,4,51,2024/2/10,安徽
阿柴,真的很准确。准确的故事，准确的摄制，准确的表演。表现苦难但不至于哀怨，情感宣泄但不至于变形。诚恳的底层叙事让“奥利给”有了打动人的能量。两位演员的表演也是真的好，充满了动人的细节。要说人物们都善良得太过理想化，善良到了童话故事的程度，我反而觉得电影不就是造梦了。有造出这么一个温暖、善良、漂亮的梦，有让人哭也有让人笑。真的蛮够了。,5,540,2024/2/10,河北
四人乐队,是会猜到剧情设置、泪点在哪里的电影，但是有好几场戏都很喜欢，聊外星人突然道歉的吕途，突然加入旅行团并且还加了两道菜，最后结婚凌手臂上和吕脸上的伤疤。啊我真的觉得只有这种婚姻才是完满的，虽然以残酷的生命、伤痕为底色，好像才能达到最接近的理解。我甚至能接受其中的正向能量，不再做受害者，被动技能是做个世界的捞女。,4,28,2024/3/31,重庆
一声扑通,"A8.3
唯一不舒服的点是“奥利给”，沈腾在另一边喊战胜恐惧的唯一办法是面对恐惧，你们这是怪鸽梗团建吗？",4,43,2024/2/12,河南
Dorothlee,作为一个观众，我期待的是“分明感到明天已经来到，但明天分明不会来到了”的悲剧；但作为一个生活的群演，等来这样的“万幸万幸”也算不错。,4,21,2024/3/25,福建
徐若风,韩延的“究极进化态”，彭昱畅和李庚希也算是把自己的能量发挥到了极限。重映后二刷，还是哭了近半场，整个人的情绪都快被掏空了。唯一的市场缺点就是发行档期选错，一开始定清明档或端午档，可以躺着数钱。,4,11,2024/4/4,北京
bye~,（含剧透）有幸提前看了，这部也延续了韩延前作的风格，催泪，治愈，也没有太惊喜的地方。不同的是，这次讲坚持对抗病魔的故事，有彭昱畅作为“笑点担当”，以至于也可以当一部“爱情喜剧”。最后的结局应该也算是一个合家欢结局，所以感觉放春节档也没啥膈应的，喜欢李庚希的笑容，奥利给。,4,775,2024/2/10,安徽
狗娃,编剧是不是编着编着忘了女主肾坏了？,1,66,2024/2/11,陕西
liyw,"感觉彭昱畅适合演脏！
没错！——2024年4月19日

另外，现在作为一名医务相关的工作者说，这部电影令人没想到的成就是——让很多讳疾忌医的人认识到了病人是什么，医疗的作用。一件功德！可能会有更多的人会对器官捐献改变一点看法。",5,2,2024/4/20,河南
蒜 | BOY A 🌈,在肿瘤君和小红花之后，导演用摇太阳完美收官“生命三部曲”，从病患扶持到亲情守护，这部用了一个杀手锏：婚姻关系。是什么样的时刻可以让两个平凡生命彼此相互交融，成为相互活下去的理由，迸发出强大的生命力量，这大概就是婚姻的真谛所在。年轻演员颠覆性演出，加上一群老戏骨为影片增色不少，真实日常中透露温情，平淡生活里蕴藏着希望与爱。,4,536,2024/2/10,四川
Island,究竟是谁在给打高分啊 这个电影基础剧情框架烂俗到无以复加 主要角色的设定和塑造都很有问题 充满了一种中年男人怀揣旧思想又自恃才高想要展示他对自己以为的新潮爱情的理解的氛围感 奥利给就是最好的体现 庆幸找了两个演技不差的人来演 亏我还赶在撤档前去看 算是知道撤档的原因了 赶紧撤 撤了就别再上了,1,43,2024/2/16,四川
慕容复,因为很多人在过年时看不得任何关于病痛和苦难，所以我当我听说本片在春节档上映还挺佩服的，于是决定说什么也要看一下，不过看完全片后觉得本片还蛮治愈的。这是一对儿朝不保夕的病人遇到彼此后又迸发出比普通人更强烈的爱情，感动之余，从影院里出来也不由得感叹，可能这样的爱情也只能在电影里看到了吧。,5,14,2024/2/10,黑龙江
团小纸,虽然并不觉得每次只有“谢谢惠顾”就是坏事，但遇到“再来一瓶”的机会更让人心存感激。新的一年让人充满力量和爱的电影，没头脑和不高兴都赢下自己的这一局战斗，奥利给。真的觉得摇太阳在春节档蛮出彩的。,4,758,2024/2/10,天津
